,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
1180,82.5,2012.0,50.45603,0.00156,0.00015,7.81,84.48969309538984,26.1,89.0,8.68,89.0,0.1,44333.8518,0.9,9.4,0.901,18.7,100.0,34190.0,8.19517,20.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,82.4,2013.0,53.06674,0.00152,0.000145,7.31,90.40185576463796,26.1,91.0,8.75,91.0,0.1,4781.3888,0.9,9.5,0.907,19.0,100.0,38870.0,8.22141,20.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,82.5,2014.0,54.92524,0.0015,0.000135,7.45,24.053035243162185,26.2,9.0,8.86,9.0,0.1,52473.11356,1.0,9.6,0.915,19.0,100.0,47921.4582694854,8.27934,21.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,82.7,2015.0,54.38107,0.001475,0.00013,9.89945699880758,89.54120964316598,26.2,92.0,7.617656772329497,92.0,0.1,5734.4436,1.0,9.8,0.919,19.0,100.0,27279.59175768244,8.15237,21.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,62.5,2000.0,223.7671,0.07005,0.00686,0.93,44.1480339820946,20.7,57.0,4.26,58.0,0.3,438.864634,28.1,0.3,0.489,8.3,79.0238,2040.0,4.03493,1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1185,62.9,2001.0,221.8465,0.067555,0.00646,1.0,45.78084196906616,20.7,58.0,4.5,59.0,0.3,447.138966,28.0,0.3,0.494,8.3,79.53629,2160.0,4.26278,1.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1186,63.3,2002.0,218.9848,0.065105,0.006095,1.1,46.74282374354698,20.8,58.0,4.4,59.0,0.3,466.2842,27.9,0.4,0.499,8.4,80.36022,2240.0,4.24017,1.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1187,63.7,2003.0,216.4427,0.06293,0.00573,1.19,48.63850629188528,20.9,57.0,4.3,61.0,0.3,541.1352279,27.8,0.4,0.505,8.6,81.18413,2430.0,4.00848,1.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1188,64.0,2004.0,214.1515,0.060625,0.005445,1.2,6.0,21.0,58.0,4.22,63.0,0.3,621.3183767,27.7,0.5,0.518,9.2,82.00808,2650.0,3.95739,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1189,64.4,2005.0,210.776,0.05849,0.00507,1.27,8.0,21.0,65.0,4.28,65.0,0.3,77.819,27.6,0.5,0.526,9.4,82.83167,2950.0,3.79116,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1190,64.8,2006.0,207.5497,0.05622,0.004725,1.37,6.0,21.1,66.0,4.25,65.0,0.3,792.259698,27.5,0.6,0.536,9.7,83.65495,3270.0,3.63478,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1191,65.2,2007.0,204.3694,0.053755,0.00441,1.59,6.0,21.2,67.0,4.23,64.0,0.3,118.166373,27.4,0.7,0.546,9.9,84.47796,3650.0,3.51754,2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1192,65.5,2008.0,201.111,0.051375,0.004105,1.93,29.0,21.2,69.0,4.34,7.0,0.3,991.484634,27.4,0.8,0.556,10.2,85.30058,3800.0,3.51468,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1193,66.0,2009.0,197.7497,0.04908,0.00382,2.5,37.0,21.3,73.0,4.38,74.0,0.2,19.317765,27.3,0.9,0.563,10.5,86.12248,4100.0,3.48538,2.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1194,66.4,2010.0,194.4276,0.04687,0.00354,2.77,38.0,21.4,76.0,4.28,79.0,0.2,1345.77153,27.3,1.0,0.569,10.4,86.94367,4500.0,3.27212,2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1195,66.8,2011.0,191.1305,0.04503,0.00328,3.0,44.0,21.4,79.0,4.33,82.0,0.2,1461.671957,27.2,1.1,0.58,10.8,87.76416,4840.0,3.24634,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1196,67.3,2012.0,188.3198,0.043525,0.00301,3.1,73.0,21.5,79.0,4.39,82.0,0.2,1446.98541,27.2,1.3,0.59,11.3,88.58461,5080.0,3.32935,3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1197,67.6,2013.0,185.9863,0.04209,0.002805,3.11,7.0,21.6,82.0,4.53,83.0,0.2,1452.195373,27.1,1.4,0.599,11.5,89.40462,5350.0,3.74944,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1198,68.0,2014.0,183.1345,0.04059,0.00259,3.07,79.0,21.7,84.0,4.69,85.0,0.2,1573.11889,27.1,1.6,0.607,11.6,90.22395,7310.354615988115,3.61957,3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1199,68.3,2015.0,180.5233,0.038865,0.00238,1.3933311695546138,87.0,21.7,86.0,4.248602779172373,87.0,0.2,1613.18878,27.0,1.8,0.615,11.6,91.04228,8169.705126435649,3.59566,3.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1200,66.3,2000.0,187.335,0.044305,0.002935,0.06,65.0,21.6,72.0,1.98,75.0,0.1,78.92744,11.1,1.5,0.597,10.7,75.653,4010.0,1.90931,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1201,66.5,2001.0,187.4833,0.042775,0.00274,0.06,62.0,21.7,77.0,2.23,76.0,0.1,747.9817455,11.1,1.7,0.604,10.6,76.60564,4120.0,2.17418,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1202,66.7,2002.0,187.6956,0.041045,0.002555,0.05,63.0,21.8,8.0,2.27,7.0,0.1,899.5556857,11.0,1.9,0.608,10.6,77.54884,4240.0,2.03305,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1203,66.9,2003.0,188.1536,0.039255,0.002395,0.05,64.0,21.9,8.0,2.53,71.0,0.1,164.59447,11.0,2.1,0.613,10.8,78.4823,4880.0,2.30134,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1204,65.3,2004.0,212.393,0.038555,0.00299,0.06,64.0,22.0,79.0,2.37,71.0,0.1,1148.56996,10.9,2.3,0.624,11.0,79.40639,5150.0,2.17213,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1205,67.2,2005.0,189.0896,0.036005,0.00209,0.06,65.0,22.1,79.0,2.79,72.0,0.1,126.928834,10.9,2.6,0.629,11.1,80.31999,5520.0,2.58409,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1206,67.3,2006.0,190.3803,0.034665,0.00199,0.06,66.0,22.2,78.0,2.91,72.0,0.1,1586.254,10.9,2.8,0.632,10.9,81.14355,5960.0,2.67202,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1207,67.5,2007.0,189.649,0.03348,0.001835,0.06,76.0,22.2,77.0,3.1,73.0,0.2,1855.93915,10.8,3.1,0.638,11.0,81.95579,6420.0,2.87617,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1208,67.7,2008.0,189.5212,0.032335,0.00173,0.07,82.0,22.3,83.0,2.81,77.0,0.2,216.52766,10.8,3.4,0.641,11.7,82.75713,6880.0,2.613,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1209,67.9,2009.0,188.7145,0.03106,0.00162,0.08,82.0,22.4,85.0,2.83,78.0,0.3,2254.44566,10.7,3.7,0.645,11.7,83.54684,7160.0,2.68494,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1210,68.1,2010.0,186.9862,0.029665,0.00151,0.08,83.0,22.5,82.0,2.74,81.0,0.3,3113.48635,10.7,4.0,0.656,12.1,84.32185,7650.0,2.9609,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1211,68.3,2011.0,184.7905,0.028045,0.001425,0.08,81.0,22.6,81.0,2.71,81.0,0.3,3634.27685,10.6,4.3,0.662,12.3,85.06897,8190.0,2.95542,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1212,68.5,2012.0,182.814,0.0263,0.001345,0.08,83.0,22.7,84.0,2.9,83.0,0.3,3687.953996,10.5,4.7,0.669,12.6,85.80625,8740.0,2.90287,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1213,68.7,2013.0,181.1821,0.02469,0.001255,0.09,85.0,22.8,86.0,2.93,85.0,0.3,362.663981,10.5,5.0,0.677,12.9,86.53343,9260.0,2.96065,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1214,68.9,2014.0,179.5239,0.02329,0.001195,0.09,78.0,22.9,8.0,2.85,78.0,0.3,3491.595887,10.4,5.4,0.682,12.9,87.25106,17324.349863893418,3.11712,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,69.1,2015.0,177.5795,0.022275,0.001135,2.7239813738662235,78.0,23.0,8.0,3.6066821210929447,78.0,0.3,3336.16686,10.3,5.7,0.686,12.9,87.95873,17348.575975580643,3.01182,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,73.0,2000.0,153.2721,0.02797,0.0016,0.01,99.0,25.0,99.0,4.47,99.0,0.1,-2514.7726618586166,7.9,4.4,0.66,11.6,94.94387,8490.0,4.73504,16.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1217,78.0,2001.0,150.0921,0.02644,0.00147,0.01,94.0,25.1,95.0,5.2,96.0,0.1,-1853.6606814085972,7.8,4.7,0.666,11.6,95.00295,8890.0,5.10817,17.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1218,71.2,2002.0,146.6901,0.02522,0.001345,0.01,99.0,25.2,99.0,5.39,99.0,0.1,-1711.2175373279315,7.7,5.0,0.674,11.9,95.06155,9400.0,4.75593,17.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1219,75.0,2003.0,158.7107,0.0246,0.001735,0.01,98.0,25.3,99.0,5.42,99.0,0.1,-1482.6872047759825,7.6,5.3,0.679,11.8,95.11966,10120.0,5.13223,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1220,71.8,2004.0,142.3795,0.023175,0.00121,0.01,95.0,25.4,98.0,5.89,99.0,0.1,-511.45431656061555,7.5,5.6,0.686,11.8,95.17718,10820.0,5.18575,18.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1221,72.0,2005.0,141.382,0.022045,0.00115,0.01,94.0,25.4,95.0,6.6,95.0,0.1,161.98116518024472,7.5,5.9,0.687,11.4,95.17159,11540.0,5.30572,19.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1222,72.2,2006.0,139.5181,0.020695,0.00102,0.02,98.0,25.5,99.0,5.95,98.0,0.1,352.78216627411894,7.5,6.2,0.692,11.4,95.16553,12480.0,5.19863,19.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1223,72.4,2007.0,137.6185,0.019345,0.000915,0.02,97.0,25.6,98.0,5.84,99.0,0.1,944.7063806075021,7.5,6.6,0.704,11.8,95.15501,13730.0,5.03978,20.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1224,72.7,2008.0,133.5445,0.01809,0.00085,0.02,99.0,25.6,99.0,6.28,99.0,0.1,872.2060753043625,7.6,6.9,0.716,12.1,95.14209,13260.0,5.28168,20.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1225,73.3,2009.0,121.7611,0.016945,0.000785,0.03,99.0,25.7,99.0,7.63,99.0,0.1,1800.8017100399884,7.6,7.3,0.728,12.8,95.12875,13180.0,6.55955,21.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1226,74.1,2010.0,107.1033,0.01612,0.000725,0.03,99.0,25.8,99.0,8.2,99.0,0.1,5828.053104384395,7.7,7.6,0.735,12.9,95.11506,18831.571565396724,6.75473,22.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1227,74.7,2011.0,94.9614,0.015495,0.00066,0.03,99.0,25.8,99.0,7.12,99.0,0.1,6813.6004312944715,7.8,8.0,0.745,13.1,95.10094,20710.273644378663,6.60725,22.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1228,75.1,2012.0,86.91183,0.014915,0.00063,0.01,98.0,25.9,99.0,6.98,99.0,0.1,4120.951958209858,8.0,8.4,0.755,13.6,95.0854,16530.0,6.63649,23.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1229,75.3,2013.0,84.20794,0.01454,0.000575,0.01,99.0,26.0,98.0,6.49,98.0,0.1,3226.2329385837074,8.1,8.7,0.769,15.0,95.06876,15600.0,5.9938,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1230,75.4,2014.0,82.66518,0.014075,0.000575,0.01,99.0,26.0,99.0,6.89,99.0,0.1,8344.271233151114,8.2,9.1,0.77,14.9,95.11356,23085.36857500752,6.91351,24.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1231,75.5,2015.0,81.6826,0.013685,0.00055,1.0255844761631465,98.0,26.1,98.0,6.715257368739181,98.0,0.1,8837.374361975468,8.4,9.4,0.774,14.8,95.15778,23288.86770971421,7.76058,25.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1232,70.0,2000.0,148.428,0.0371,0.00234,0.2,67.0,27.0,83.0,4.357741035120384,8.0,0.1,3689.28298376748,5.6,8.0,0.603,8.6,80.90583,21458.570968925724,3.4828683186829252,22.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1233,72.0,2001.0,141.1828,0.03646,0.002265,0.17,66.0,27.1,8.0,4.291266642155691,78.0,0.1,3725.511662732868,5.5,8.4,0.607,8.7,81.47542,20844.909486608387,3.3020149560086693,22.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1234,74.0,2002.0,139.5973,0.035825,0.002215,0.15,65.0,27.2,76.0,4.503208489429873,77.0,0.1,4724.689529168012,5.5,8.7,0.614,9.1,82.4247,22244.77537935967,3.8842403934132363,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1235,66.5,2003.0,213.3275,0.03536,0.002265,0.07,63.0,27.3,73.0,4.36,75.0,0.1,2089.309598879103,5.4,9.1,0.616,9.4,83.37234,21422.626464123598,2.99196,23.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1236,67.2,2004.0,201.5309,0.034815,0.002205,0.32,62.0,27.4,69.0,5.61,74.0,0.1,1391.816923,5.4,9.5,0.603,9.8,84.31834,20610.63408763857,3.84303,23.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1237,66.8,2005.0,210.0504,0.034195,0.00215,0.18,65.0,27.5,69.0,4.13,65.0,0.1,1849.63911,5.4,9.9,0.628,10.1,85.2627,9690.0,2.8974,24.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1238,64.7,2006.0,249.6447,0.033685,0.002215,0.03,59.0,27.6,63.0,3.0,59.0,0.1,2351.812429,5.3,10.3,0.631,10.2,86.20512,10720.0,2.42248,24.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1239,65.9,2007.0,228.1225,0.03301,0.00213,0.14,56.0,27.7,74.0,3.69,57.0,0.1,3129.224922,5.3,10.7,0.636,10.2,87.1462,10930.0,3.10638,25.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1240,69.3,2008.0,168.5989,0.03223,0.001945,0.17,66.0,27.8,71.0,3.93,69.0,0.1,4521.3247,5.3,11.1,0.638,10.3,88.08564,12020.0,3.03574,25.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1241,74.0,2009.0,149.6316,0.031615,0.00186,0.2,75.0,27.9,78.0,4.65,78.0,0.1,3735.144836,5.3,11.5,0.643,10.3,89.0232,12190.0,3.76826,26.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1242,76.0,2010.0,144.4268,0.03093,0.00177,0.19,72.0,28.0,74.0,3.82,74.0,0.1,452.74948,5.3,11.9,0.646,10.4,89.97401,12650.0,3.23056,26.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1243,77.0,2011.0,143.9501,0.03024,0.001705,0.17,77.0,28.1,8.0,3.32,79.0,0.1,5854.614497,5.2,12.3,0.649,10.4,90.92862,13620.0,2.79132,27.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1244,76.0,2012.0,145.1215,0.02951,0.001625,0.01,61.0,28.3,7.0,5.26,69.0,0.1,6651.12242,5.2,12.7,0.656,10.5,91.87715,14810.0,2.69039,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1245,69.5,2013.0,161.6462,0.028845,0.001565,0.01,66.0,28.4,7.0,5.92,68.0,0.1,6925.22446,5.2,13.1,0.659,10.3,92.81965,15220.0,2.8194,28.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1246,67.9,2014.0,191.5553,0.028105,0.001585,0.01,62.0,28.5,67.0,5.54,64.0,0.1,673.74737,5.2,13.5,0.658,10.1,93.75629,28023.955870546637,2.79655,29.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1247,68.9,2015.0,180.3223,0.027305,0.001485,0.09213706572188585,56.0,28.6,63.0,4.238382935144138,58.0,0.1,4974.2693,5.2,14.0,0.649,10.1,94.68708,31515.818838250165,3.14279,29.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1248,76.4,2000.0,92.9608,0.005825,0.000275,14.07,75.89754062460361,26.3,86.0,6.3,86.0,0.1,26241.91883,0.3,5.4,0.848,16.2,97.18372,24930.0,5.90528,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,77.0,2001.0,87.78565,0.005665,0.00027,14.27,74.6078924009646,26.4,84.0,6.6,84.0,0.1,28223.55528,0.3,5.7,0.857,16.4,97.1975,25920.0,6.39934,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,77.4,2002.0,85.73932,0.00548,0.000255,14.17,74.21539810412764,26.5,83.0,6.85,83.0,0.1,32539.1937,0.3,6.0,0.862,16.5,97.21105,27500.0,6.67451,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,78.0,2003.0,80.11344,0.00524,0.000245,13.24,80.24156502178084,26.6,86.0,7.5,86.0,0.1,4117.15532,0.3,6.3,0.87,16.8,97.22426,29700.0,7.00861,17.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,78.3,2004.0,79.25706,0.004815,0.000235,13.32,79.13571437487735,26.7,89.0,7.34,89.0,0.1,47631.6377,0.3,6.6,0.88,17.1,97.23723,31390.0,7.22512,18.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,78.7,2005.0,75.40862,0.00433,0.000225,13.31,21.530931112947883,26.8,9.0,7.27,9.0,0.1,5886.82789,0.3,6.9,0.889,17.5,97.24998,33420.0,7.64781,18.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,79.0,2006.0,74.80786,0.00391,0.000215,13.44,80.8755430659146,26.8,91.0,7.22,91.0,0.1,54326.9713,0.3,7.2,0.896,17.6,97.26261,37030.0,7.51332,19.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,79.5,2007.0,72.14625,0.00365,0.0002,13.59,81.76873471206068,26.9,92.0,7.57,92.0,0.1,61388.17457,0.3,7.5,0.902,17.6,97.27542,38950.0,7.80249,19.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,79.8,2008.0,71.90147,0.00357,0.00019,12.66,83.62429460097178,27.0,93.0,8.64,93.0,0.1,61235.415,0.3,7.7,0.908,17.9,97.28808,36570.0,9.10202,20.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,79.7,2009.0,73.99178,0.003555,0.00018,11.41,86.31483712324712,27.1,94.0,9.53,94.0,0.1,51983.78892,0.3,8.0,0.909,17.9,97.30058,33560.0,10.48683,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,86.0,2010.0,65.12171,0.00355,0.000165,11.88,46.0,27.1,94.0,8.76,94.0,0.1,48538.58776,0.2,8.3,0.907,18.2,97.3129,34570.0,10.50335,21.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,84.0,2011.0,67.12101,0.00355,0.00015,11.72,95.0,27.2,95.0,8.15,95.0,0.1,52567.52568,0.2,8.5,0.909,18.5,97.32507,34850.0,10.6889,22.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,85.0,2012.0,65.80628,0.00353,0.00014,11.49,95.0,27.2,95.0,8.32,95.0,0.1,49231.36254,0.2,8.8,0.895,18.5,97.33707,35090.0,10.68109,22.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,81.0,2013.0,63.53581,0.00346,0.00013,10.49,95.0,27.3,96.0,8.1,96.0,0.1,5234.76736,0.2,9.0,0.902,18.6,97.34892,22599.925402510293,10.28555,23.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,81.2,2014.0,61.98252,0.003225,0.000125,10.75,95.0,27.3,96.0,7.78,96.0,0.1,5553.32623,0.2,9.2,0.91,18.6,97.3606,23294.436506458565,9.65217,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,81.4,2015.0,62.76733,0.00287,0.000115,9.527962174132142,95.0,27.4,95.0,7.455069606870488,95.0,0.1,6664.144,0.2,9.5,0.92,18.6,97.37213,25608.585130277494,7.3358,24.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,78.9,2000.0,80.02465,0.0055,0.00034,2.53,98.0,26.1,93.0,7.13,93.0,0.1,2152.1432,1.1,10.0,0.845,15.2,100.0,21480.0,6.80706,21.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1265,79.3,2001.0,79.14951,0.005295,0.00033,2.53,96.0,26.2,93.0,7.61,92.0,0.1,236.19646,1.1,10.2,0.85,15.1,100.0,22280.0,7.23111,21.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1266,79.3,2002.0,80.61493,0.00509,0.000325,2.47,98.0,26.3,91.0,7.49,9.0,0.1,18431.15696,1.1,10.3,0.855,15.3,100.0,22580.0,7.15249,21.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1267,79.7,2003.0,75.61027,0.004865,0.000305,2.32,98.0,26.4,93.0,7.44,93.0,0.1,18946.99942,1.1,10.5,0.863,16.0,100.0,21350.0,7.09823,22.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1268,81.0,2004.0,72.58974,0.004635,0.00029,2.23,99.0,26.5,95.0,7.35,95.0,0.1,19888.172,1.1,10.6,0.863,15.9,100.0,23000.0,7.0333,22.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1269,80.0,2005.0,72.48711,0.004405,0.00028,2.41,96.0,26.6,95.0,7.44,93.0,0.1,2611.17931,1.1,10.8,0.866,15.8,100.0,23050.0,7.12975,22.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1270,84.0,2006.0,68.8908,0.004195,0.00027,2.23,96.0,26.6,94.0,7.38,95.0,0.1,2195.1769,1.1,10.9,0.87,15.7,100.0,24790.0,6.914,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1271,84.0,2007.0,67.19754,0.00402,0.00026,2.33,99.0,26.7,95.0,7.37,95.0,0.1,258.637,1.1,11.0,0.872,15.7,100.0,26870.0,6.89422,23.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1272,81.0,2008.0,63.95456,0.00389,0.00025,2.47,99.0,26.8,94.0,7.33,94.0,0.1,29657.4421,1.1,11.1,0.877,15.8,100.0,26550.0,6.9728,23.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1273,81.5,2009.0,61.48338,0.003785,0.00024,2.55,98.0,26.9,96.0,7.46,96.0,0.1,27795.87671,1.1,11.2,0.876,15.6,100.0,26530.0,7.06701,23.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1274,81.7,2010.0,59.69223,0.0037,0.000235,2.63,97.0,26.9,95.0,7.36,95.0,0.1,3661.994,1.1,11.3,0.878,15.7,100.0,27960.0,7.02466,24.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1275,81.8,2011.0,59.24146,0.003605,0.00022,2.67,98.0,27.0,94.0,7.39,94.0,0.1,33657.15727,1.1,11.4,0.883,15.8,100.0,29650.0,6.97181,24.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1276,81.8,2012.0,57.52486,0.00351,0.00021,2.78,97.0,27.0,94.0,7.73,94.0,0.1,32569.59683,1.1,11.5,0.889,15.9,100.0,30510.0,7.10785,24.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1277,82.1,2013.0,58.5602,0.003405,0.0002,2.69,97.0,27.1,96.0,7.89,96.0,0.1,36393.66932,1.2,11.6,0.891,15.9,100.0,32140.0,7.07255,25.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1278,82.2,2014.0,57.86327,0.003265,0.00019,2.62,97.0,27.2,95.0,7.81,95.0,0.1,37582.84624,1.2,11.7,0.895,16.0,100.0,43988.32336075111,7.14317,25.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1279,82.5,2015.0,57.65585,0.003115,0.00018,1.6485929366639596,96.0,27.2,95.0,6.710881412036727,95.0,0.1,35729.37253,1.2,11.8,0.898,16.0,100.0,43791.966901915715,7.08652,25.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1280,79.4,2000.0,75.3894,0.0047,0.00021,9.78,94.0,25.4,97.0,7.91,87.0,0.1,251.2426,0.5,9.3,0.823,14.8,100.0,25590.0,7.58037,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,79.8,2001.0,73.22356,0.00444,0.0002,9.69,95.0,25.4,96.0,8.11,93.0,0.1,24.819,0.5,9.5,0.828,14.9,100.0,27130.0,7.76886,15.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,80.0,2002.0,70.7527,0.00422,0.00019,9.25,95.0,25.5,96.0,8.23,93.0,0.1,22196.5736,0.5,9.8,0.836,15.2,99.99233,26800.0,7.89303,15.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,79.9,2003.0,70.18598,0.00403,0.00018,9.3,95.0,25.5,97.0,8.17,96.0,0.1,27387.2258,0.5,10.0,0.841,15.4,99.94635,27240.0,7.85541,15.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,89.0,2004.0,66.09815,0.003855,0.000175,8.98,96.0,25.6,97.0,8.49,94.0,0.1,31174.56118,0.5,10.2,0.846,15.6,99.90039,27650.0,8.1878,16.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,88.0,2005.0,65.04991,0.003705,0.000165,8.65,96.0,25.6,97.0,8.71,95.0,0.1,31959.26215,0.5,10.4,0.851,15.8,99.85444,28600.0,8.3612,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,81.2,2006.0,63.9579,0.00357,0.000165,8.44,96.0,25.6,97.0,8.82,96.0,0.1,3341.7482,0.5,10.6,0.856,16.0,99.80851,30940.0,8.45969,16.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,81.3,2007.0,62.49552,0.00346,0.000155,8.37,97.0,25.7,97.0,8.48,97.0,0.1,37698.78573,0.5,10.8,0.862,16.1,99.76259,32510.0,8.16284,17.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,81.5,2008.0,61.15548,0.00337,0.00015,7.96,96.0,25.7,96.0,8.89,96.0,0.1,464.18465,0.5,11.0,0.866,16.3,99.71669,33570.0,8.56183,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
